feature_0,feature_1,feature_2,sample_id,timestep
0.28889544700379394,-1.0468637139389587,0.8214651241165238,0,0
0.5102109801484767,-0.9547452673640289,0.7654803080782348,0,1
0.47836908484603463,-0.792527032251673,0.6271620476498051,0,2
0.4741797414586472,-0.9370320381291779,0.6061723228948709,0,3
0.5891622625335702,-1.0865033909166906,0.5759430596328303,0,4
0.7855100191796364,-0.8704885192641469,0.4248261262739237,0,5
0.7286008543458331,-0.9559350791144308,0.17873551785848665,0,6
0.732359052503897,-0.8244120365402581,0.33815124770735266,0,7
0.8945923901012376,-0.6627426697792874,0.12858485574079115,0,8
0.9154916392943971,-0.7134459183882131,0.38132655104387536,0,9
0.9415264107277693,-0.5312810025986298,0.052488826035810274,0,10
0.9753864090196165,-0.5398642648633888,-0.03319408301974228,0,11
1.1761630128241487,-0.5032146583270114,-0.18446794203555877,0,12
1.157885101379372,-0.3432373070810616,-0.18436511565485508,0,13
1.0797706926024273,-0.4192569530278806,-0.28985038171289723,0,14
0.9216605668600173,-0.004894306299356943,-0.3266442308141107,0,15
1.0652146537491394,-0.28309209043271266,-0.4836177862252596,0,16
0.8344050838896085,0.20842617889728554,-0.5158859163567875,0,17
0.8222595420341879,0.03423163185944304,-0.5985081750788422,0,18
0.8921140526248834,0.12739214507157096,-0.7110370117872704,0,19
0.8051653237614849,0.03246258191380763,-0.782724835447659,0,20
0.9634191806206509,0.18271561896270522,-0.7747577663434123,0,21
0.9399080617542644,0.3507021645507377,-0.8905479429138188,0,22
0.5513077685865697,0.379864467719609,-0.5975969330378632,0,23
0.6402338511308676,0.54745152891025,-0.8812220638225875,0,24
0.6647764297227144,0.6233177830414993,-0.7781838602470083,0,25
0.4386180506022299,0.8597899836731905,-1.060064713872362,0,26
0.5349666122915988,0.6099111871490284,-0.6822003279529989,0,27
0.39070082183366395,0.7872913159523689,-1.1097731821124177,0,28
0.4893184093401749,0.7233422410887285,-1.015054131106091,0,29
0.42898433790238627,0.9040373571245164,-0.9305332336431695,0,30
0.11627445922575107,0.923377193351558,-0.9874864262714056,0,31
-0.06535438868692794,0.8564617286615137,-1.0868184067468163,0,32
-0.016035856389586975,1.027362278647837,-0.9914251114959513,0,33
-0.09755674467792323,1.028774925342379,-0.9244999432834766,0,34
-0.27265536902282056,0.9621552175485741,-1.0472370519326308,0,35
-0.33568382183887374,1.1558117829625294,-0.9134358787276533,0,36
-0.3675931113147965,0.9070033307542695,-0.7156921517333102,0,37
-0.5322961827182944,0.8614078183638968,-0.8485868558293244,0,38
-0.5093012243726457,0.9977431693688854,-0.42705693737245576,0,39
-0.5283233636258892,1.0087090390819802,-0.7006348959288646,0,40
-0.8091685856452716,1.0295424262715664,-0.5754507674279795,0,41
-0.8936566191435399,0.9112351441132771,-0.3464234523717944,0,42
-0.7809689973772468,0.9768460627212137,-0.2298929893946896,0,43
-0.8386282746282939,0.7642803924036383,-0.2518035536581511,0,44
-0.9203202496231845,0.8901401597351191,-0.15011843105422865,0,45
-0.9906968519031081,0.6629932249461524,0.10856875938601382,0,46
-1.0191762162540985,0.745467018577418,-0.18193460760760993,0,47
-1.0064379209103953,0.5731153528108738,0.08326796974374129,0,48
-0.8651910902623305,0.5216566224123409,0.05861005317605948,0,49
-0.9540081077137713,0.39765367699041304,0.2881811110292348,0,50
-0.9411260437815135,0.24645611950416577,0.3530278547883441,0,51
-1.0664390556811896,0.43737895911056235,0.3520021603243068,0,52
-0.966649990154673,0.2093770190126583,0.35530784903395596,0,53
-1.1553804753544625,-0.0011787869709201648,0.4906749935868972,0,54
-0.9019570359370682,-0.11178112003985907,0.6326181575429632,0,55
-1.104967638237632,0.09533936079945868,0.4497565761025607,0,56
-0.7948431426139013,0.02163808274027676,0.6639612596407088,0,57
-0.7929769677414842,-0.19227612391242724,0.6350668216606272,0,58
-0.7776516007885651,-0.303160946576002,0.6680668335762479,0,59
-0.8848121975514666,-0.4079997825700651,0.8591219837356454,0,60
-0.7234397738338937,-0.5981489244909761,0.9385816335405608,0,61
-0.742191925983823,-0.5952481719338983,1.2507718945224924,0,62
-0.5588987165418596,-0.5817052438756862,1.0298614151595484,0,63
-0.5540083907366454,-0.5250033633857589,1.058347496616173,0,64
-0.5345041838943476,-0.6359320775133107,0.9390804859537139,0,65
-0.3461026502223141,-0.9080658891059723,0.9667668183467777,0,66
-0.2636954714846717,-0.9569435421601775,1.1066136317472077,0,67
-0.1775201462456279,-0.8941375133701424,1.175740848382246,0,68
-0.11874715155859367,-0.989030230844959,0.9136434946126913,0,69
0.04588263990062784,-0.9309401322475886,1.128241166180728,0,70
0.019942771841105628,-0.99003994792637,1.0570307654633235,0,71
0.2632289881354957,-0.8495555428471483,0.9951440794706863,0,72
0.2622366958097685,-0.9926448284237964,0.8221589865702108,0,73
0.26642121262373425,-1.0800767093680992,0.814552815229815,0,74
0.6066043761783527,-0.956122081634124,0.9296098684248947,0,75
0.5982509437670402,-0.9215818929959202,0.8635832044205158,0,76
0.5165553030901244,-0.8351253375452069,0.946739909114917,0,77
0.6137927642420906,-0.9614308959190065,0.4897913627133841,0,78
0.8376640523905714,-0.7723289221253015,0.6476742770524754,0,79
0.8117095486426315,-0.8591885892242113,0.3976437921890623,0,80
0.8720193078143721,-0.8689481204627291,0.15694428816610156,0,81
0.9104836959354965,-0.785114671510093,0.27472638028156715,0,82
0.8614713538096458,-0.6771850802489666,0.15642174873606052,0,83
0.8691955453555171,-0.5782527421817776,0.12788381087001588,0,84
0.9905285575992538,-0.5633718986920782,-0.13054984848126458,0,85
0.8962614346003928,-0.5396125874095528,0.017827159419028904,0,86
1.0247861806868914,-0.44119962048588923,-0.20594672063172553,0,87
1.004985053123496,-0.4415992715767171,-0.31805117394395926,0,88
0.8778739794116995,-0.29943619788100506,-0.39502319954219045,0,89
0.9957641466585654,-0.3351099055812513,-0.39978194031309716,0,90
0.9699791105855946,0.0073779361401269394,-0.3468954374258263,0,91
0.859884128186015,-0.14812928501931727,-0.43554074440158574,0,92
0.7856842172242011,-0.03499895839557275,-0.6429761670410765,0,93
0.8510987893129563,0.21922500267362535,-0.5068968438180373,0,94
